"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	Suppressed	136558	Suppressed
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	18	137349	Unreliable
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	14	137358	Unreliable
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	14	137049	Unreliable
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	17	140410	Unreliable
	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	25	144105	17.3
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	0	123758	Unreliable
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	Suppressed	123692	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	Suppressed	123621	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	Suppressed	123115	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	Suppressed	121843	Suppressed
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	18	131965	Unreliable
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	19	131646	Unreliable
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	23	131086	17.5
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	27	129764	20.8
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	32	130003	24.6
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	0	117362	Unreliable
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	0	119261	Unreliable
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	0	120719	Unreliable
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	Suppressed	124457	Suppressed
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	Suppressed	124456	Suppressed
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	Suppressed	121949	Suppressed
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	25	123878	20.2
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	20	125579	15.9
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	14	131242	Unreliable
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	23	132373	17.4
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	Suppressed	108820	Suppressed
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	Suppressed	106547	Suppressed
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	Suppressed	105600	Suppressed
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	Suppressed	106340	Suppressed
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	Suppressed	105784	Suppressed
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	23	111151	20.7
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	20	109261	18.3
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	14	108197	Unreliable
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	23	111623	20.6
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	22	112257	19.6
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	Suppressed	123058	Suppressed
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	Suppressed	122534	Suppressed
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	0	121035	Unreliable
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	0	120018	Unreliable
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	Suppressed	116523	Suppressed
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	35	119990	29.2
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	32	119759	26.7
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	24	118632	20.2
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	20	120643	16.6
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	24	117627	20.4
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	Suppressed	89900	Suppressed
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	Suppressed	93413	Suppressed
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	0	96577	Unreliable
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	0	100222	Unreliable
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	Suppressed	100910	Suppressed
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	22	82627	26.6
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	19	85495	Unreliable
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	13	88438	Unreliable
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	13	93755	Unreliable
	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	27	94610	28.5
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	0	49397	Unreliable
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	0	50562	Unreliable
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	0	51101	Unreliable
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	Suppressed	49673	Suppressed
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	0	53352	Unreliable
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	Suppressed	38664	Suppressed
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	10	39930	Unreliable
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	17	40691	Unreliable
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	Suppressed	40209	Suppressed
	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	Suppressed	43478	Suppressed
	"Nevada"	"32"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	0	190163	Unreliable
	"Nevada"	"32"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	0	191765	Unreliable
	"Nevada"	"32"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	0	193572	Unreliable
	"Nevada"	"32"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	Suppressed	194940	Suppressed
	"Nevada"	"32"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	0	191317	Unreliable
	"Nevada"	"32"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	Suppressed	198466	Suppressed
	"Nevada"	"32"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	Suppressed	200301	Suppressed
	"Nevada"	"32"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	Suppressed	202346	Suppressed
	"Nevada"	"32"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	0	204378	Unreliable
	"Nevada"	"32"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	Suppressed	200738	Suppressed
	"Nevada"	"32"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	Suppressed	176554	Suppressed
	"Nevada"	"32"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	177453	Suppressed
	"Nevada"	"32"	"15-24 years"	"15-24"	"Female"	"F"	"2020"	"2020"	Suppressed	180236	Suppressed
	"Nevada"	"32"	"15-24 years"	"15-24"	"Female"	"F"	"2021"	"2021"	Suppressed	181550	Suppressed
	"Nevada"	"32"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	Suppressed	188466	Suppressed
	"Nevada"	"32"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	28	186608	15.0
	"Nevada"	"32"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	31	187765	16.5
	"Nevada"	"32"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	38	189650	20.0
	"Nevada"	"32"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	56	191295	29.3
	"Nevada"	"32"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	36	199728	18.0
	"Nevada"	"32"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	Suppressed	218090	Suppressed
	"Nevada"	"32"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	Suppressed	221212	Suppressed
	"Nevada"	"32"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	Suppressed	225794	Suppressed
	"Nevada"	"32"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	Suppressed	222907	Suppressed
	"Nevada"	"32"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	16	223344	Unreliable
	"Nevada"	"32"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	45	227282	19.8
	"Nevada"	"32"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	56	231904	24.1
	"Nevada"	"32"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	38	236316	16.1
	"Nevada"	"32"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	51	231771	22.0
	"Nevada"	"32"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	48	235763	20.4
	"Nevada"	"32"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	13	199648	Unreliable
	"Nevada"	"32"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	Suppressed	202851	Suppressed
	"Nevada"	"32"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	Suppressed	207790	Suppressed
	"Nevada"	"32"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	11	210493	Unreliable
	"Nevada"	"32"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	18	212485	Unreliable
	"Nevada"	"32"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	43	203505	21.1
	"Nevada"	"32"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	26	207654	12.5
	"Nevada"	"32"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	34	213132	16.0
	"Nevada"	"32"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	49	220574	22.2
	"Nevada"	"32"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	46	225601	20.4
	"Nevada"	"32"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	11	195096	Unreliable
	"Nevada"	"32"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	12	194914	Unreliable
	"Nevada"	"32"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	13	196241	Unreliable
	"Nevada"	"32"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	11	195253	Unreliable
	"Nevada"	"32"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	11	195008	Unreliable
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	43	200243	21.5
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	47	199314	23.6
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	48	199978	24.0
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	45	202208	22.3
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	55	202645	27.1
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	11	190842	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	Suppressed	194054	Suppressed
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	Suppressed	196612	Suppressed
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	11	194997	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	Suppressed	194057	Suppressed
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	45	185719	24.2
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	50	189422	26.4
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	54	192620	28.0
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	47	197081	23.8
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	59	197372	29.9
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	Suppressed	152842	Suppressed
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	Suppressed	158621	Suppressed
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	Suppressed	165389	Suppressed
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	Suppressed	167285	Suppressed
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	Suppressed	167946	Suppressed
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	50	140410	35.6
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	46	144742	31.8
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	54	150723	35.8
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	38	154623	24.6
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	43	154160	27.9
	"Nevada"	"32"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	Suppressed	73160	Suppressed
	"Nevada"	"32"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	Suppressed	77657	Suppressed
	"Nevada"	"32"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	Suppressed	82428	Suppressed
	"Nevada"	"32"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	Suppressed	80861	Suppressed
	"Nevada"	"32"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	Suppressed	88628	Suppressed
	"Nevada"	"32"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	36	66407	54.2
	"Nevada"	"32"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	39	70136	55.6
	"Nevada"	"32"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	32	73862	43.3
	"Nevada"	"32"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	49	73180	67.0
	"Nevada"	"32"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	38	79404	47.9
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	0	71098	Unreliable
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	0	69848	Unreliable
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	0	69333	Unreliable
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	Suppressed	70556	Suppressed
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	0	68966	Unreliable
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	Suppressed	74376	Suppressed
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	0	73601	Unreliable
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	Suppressed	72941	Suppressed
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	Suppressed	74684	Suppressed
	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	0	72869	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	Suppressed	85611	Suppressed
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	84257	Suppressed
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"2020"	"2020"	Suppressed	83479	Suppressed
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"2021"	"2021"	0	84442	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"2022 "	"2022"	Suppressed	82437	Suppressed
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"2018"	"2018"	15	89202	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"2019"	"2019"	14	87617	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"2020"	"2020"	13	86575	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	10	87358	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"2022 "	"2022"	Suppressed	86442	Suppressed
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	Suppressed	81679	Suppressed
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	Suppressed	83332	Suppressed
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"2020"	"2020"	Suppressed	84462	Suppressed
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	Suppressed	85847	Suppressed
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"2022 "	"2022"	Suppressed	85758	Suppressed
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	Suppressed	87396	Suppressed
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	24	89484	26.8
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"2020"	"2020"	13	91036	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	16	92461	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"2022 "	"2022"	22	93636	23.5
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	Suppressed	77208	Suppressed
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	Suppressed	78139	Suppressed
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"2020"	"2020"	Suppressed	79357	Suppressed
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"2021"	"2021"	Suppressed	82788	Suppressed
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"2022 "	"2022"	Suppressed	83839	Suppressed
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	13	77466	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	12	78361	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"2020"	"2020"	12	80045	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"2021"	"2021"	Suppressed	85262	Suppressed
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"2022 "	"2022"	14	88086	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	Suppressed	96093	Suppressed
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	Suppressed	92610	Suppressed
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	Suppressed	89789	Suppressed
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"2021"	"2021"	Suppressed	88304	Suppressed
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"2022 "	"2022"	Suppressed	85607	Suppressed
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	30	94149	31.9
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	16	90663	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"2020"	"2020"	17	87867	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"2021"	"2021"	17	88518	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"2022 "	"2022"	14	86994	Unreliable
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	0	108280	Unreliable
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	Suppressed	109277	Suppressed
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Female"	"F"	"2020"	"2020"	Suppressed	109753	Suppressed
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Female"	"F"	"2021"	"2021"	0	110443	Unreliable
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Female"	"F"	"2022 "	"2022"	Suppressed	108706	Suppressed
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	22	104235	21.1
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	22	105037	20.9
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Male"	"M"	"2020"	"2020"	14	105420	Unreliable
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Male"	"M"	"2021"	"2021"	18	108516	Unreliable
	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Male"	"M"	"2022 "	"2022"	21	107441	19.5
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	Suppressed	75884	Suppressed
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	0	79028	Unreliable
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Female"	"F"	"2020"	"2020"	Suppressed	82305	Suppressed
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Female"	"F"	"2021"	"2021"	Suppressed	85526	Suppressed
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Female"	"F"	"2022 "	"2022"	Suppressed	86897	Suppressed
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	13	71049	Unreliable
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	14	73641	Unreliable
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Male"	"M"	"2020"	"2020"	10	76622	Unreliable
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Male"	"M"	"2021"	"2021"	13	81165	Unreliable
	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Male"	"M"	"2022 "	"2022"	17	82377	Unreliable
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	Suppressed	37376	Suppressed
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	0	38770	Unreliable
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Female"	"F"	"2020"	"2020"	0	40177	Unreliable
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Female"	"F"	"2021"	"2021"	0	39845	Unreliable
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Female"	"F"	"2022 "	"2022"	0	44481	Unreliable
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	10	30848	Unreliable
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	13	32184	Unreliable
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	Suppressed	33445	Suppressed
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	10	33561	Unreliable
	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Male"	"M"	"2022 "	"2022"	17	37554	Unreliable
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Female"	"F"	"2018"	"2018"	0	534961	Unreliable
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Female"	"F"	"2019"	"2019"	0	530870	Unreliable
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Female"	"F"	"2020"	"2020"	0	529808	Unreliable
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Female"	"F"	"2021"	"2021"	0	558162	Unreliable
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Female"	"F"	"2022 "	"2022"	0	546326	Unreliable
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Male"	"M"	"2018"	"2018"	0	557215	Unreliable
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Male"	"M"	"2019"	"2019"	Suppressed	553097	Suppressed
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Male"	"M"	"2020"	"2020"	0	551376	Unreliable
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Male"	"M"	"2021"	"2021"	Suppressed	583596	Suppressed
	"New Jersey"	"34"	"5-14 years"	"5-14"	"Male"	"M"	"2022 "	"2022"	0	572371	Unreliable
	"New Jersey"	"34"	"15-24 years"	"15-24"	"Female"	"F"	"2018"	"2018"	0	543017	Unreliable
	"New Jersey"	"34"	"15-24 years"	"15-24"	"Female"	"F"	"2019"	"2019"	Suppressed	535543	Suppressed
